Data,Truck,CuT [%],Load,Speed (km/hr),Fuel Rate (l/h),Engine Hours,Operative Factor,Engine Speed (RPM),% Acel Pedal,Brakehorsepower
283,CAEX 717AB41,0,EMPTY,21.9996,10.33,23296.4668,0.1816,750,0,21.25
284,CAEX 715ABC61,0,EMPTY,18.2868,9.14,23296.4668,0.1816,752,0,10.5
285,CAEX 714DC51,0.803,SULPHUR,17.0976,9.12,23296.4668,0.1816,746,0,0
286,CAEX 710C141,0,EMPTY,18.0996,9.08,23296.4668,0.1816,752,0,32
287,CAEX 719DCI141,0,EMPTY,18.6104,9.73,23296.4668,0.1816,748,0,10.5
288,CAEX 723DC141,0,EMPTY,18.4428,9.19,23296.4668,0.1816,751,0,21.25
289,CAEX 714DI42,0,EMPTY,19.0816,9.92,23296.4688,0.1836,729,0,0
290,CAEX 720DI152,0.8833,SULPHUR,13.5444,7.62,23296.4688,0.1836,771,0,76.5
291,CAEX 717AB42,0,EMPTY,19.5528,10.11,23296.4688,0.1836,749,0,0
292,CAEX 715ABC62,0,EMPTY,18.5364,9.22,23296.4688,0.1836,752,0,21.25
293,CAEX 714DC52,0.8188,SULPHUR,16.304,8.8,23296.4688,0.1836,745,0,0
294,CAEX 710C142,0.8194,SULPHUR,17.1636,8.78,23296.4688,0.1836,753,0,32
295,CAEX 719DCI142,0,EMPTY,20.5956,9.88,23296.4688,0.1836,751,0,10.5
296,CAEX 723DC142,0,EMPTY,18.8796,9.33,23296.4688,0.1836,752,0,21.25
297,CAEX 714DI43,0.9486,SULPHUR,15.9468,8.39,23296.4707,0.1855,754,0,0
298,CAEX 720DI153,0.9309,SULPHUR,16.9764,8.72,23296.4707,0.1855,750,0,0
299,CAEX 717AB43,0.8931,SULPHUR,15.6096,8.52,23296.4707,0.1855,749,0,10.5
300,CAEX 715ABC63,0,EMPTY,19.6908,9.59,23296.4707,0.1855,752,0,21.25
301,CAEX 714DC53,0,EMPTY,21.14,10.75,23296.4707,0.1855,734,0,10.25
302,CAEX 710C143,0,EMPTY,18.006,9.05,23296.4707,0.1855,759,0,75.25
303,CAEX 719DCI143,0,EMPTY,18.7236,9.28,23296.4707,0.1855,750,0,0
304,CAEX 723DC143,0.8667,SULPHUR,17.5692,8.91,23296.4727,0.1875,756,0,21.25
305,CAEX 714DI44,0.8511,SULPHUR,16.7256,8.97,23296.4727,0.1875,748,0,0
306,CAEX 720DI154,0,EMPTY,18.2244,9.12,23296.4727,0.1875,750,0,10.5
307,CAEX 717AB44,0.8589,SULPHUR,15.3616,8.42,23296.4727,0.1875,747,0,10.5
308,CAEX 715ABC64,0,EMPTY,18.5112,9.69,23296.4727,0.1875,749,0,21.25
309,CAEX 714DC54,0.8317,SULPHUR,17.9436,9.03,23296.4727,0.1875,755,0,21.25
310,CAEX 710C144,0,EMPTY,18.1888,9.56,23296.4727,0.1875,748,0,0
311,CAEX 719DCI144,0.8901,SULPHUR,16.6644,8.62,23296.4746,0.1894,750,0,21.25
312,CAEX 723DC144,0,EMPTY,20.3712,10.44,23296.4746,0.1894,728,0,20.5
313,CAEX 714DI45,0.8484,SULPHUR,16.6644,8.62,23296.4746,0.1894,772,0,87.75
314,CAEX 720DI155,0,EMPTY,19.1312,9.94,23296.4746,0.1894,745,0,0
315,CAEX 717AB45,0.9363,SULPHUR,15.9072,8.64,23296.4746,0.1894,749,0,31.75
316,CAEX 715ABC65,0.829,SULPHUR,16.3784,8.83,23296.4746,0.1894,747,0,21
317,CAEX 714DC55,0.8372,SULPHUR,17.544,9.3,23296.4746,0.1894,748,0,31.75
318,CAEX 710C145,0,EMPTY,20.2224,10.38,23296.4766,0.1914,749,0,31.75
319,CAEX 719DCI145,0,EMPTY,20.4396,9.83,23296.4766,0.1914,754,0,32
320,CAEX 723DC145,0.8856,SULPHUR,17.0076,8.73,23296.4766,0.1914,751,0,21.25
321,CAEX 714DI46,0.9791,SULPHUR,15.436,8.45,23296.4766,0.1914,749,0,21.25
322,CAEX 720DI156,0,EMPTY,20.9076,9.98,23296.4766,0.1914,752,0,32
323,CAEX 717AB46,0,EMPTY,20.5332,9.86,23296.4766,0.1914,751,0,10.5
324,CAEX 715ABC66,0,EMPTY,20.9912,10.69,23296.4766,0.1914,736,0,10.25
325,CAEX 714DC56,0.9094,SULPHUR,16.5396,8.58,23296.4785,0.1933,756,0,64.25
326,CAEX 710C146,0,EMPTY,21.906,10.3,23296.4785,0.1933,751,0,10.5
327,CAEX 719DCI146,0.983,SULPHUR,15.6036,8.28,23296.4785,0.1933,757,0,21.5
328,CAEX 723DC146,0.9755,SULPHUR,15.8328,8.61,23296.4785,0.1933,747,0,0
329,CAEX 714DI47,0,EMPTY,19.5036,9.53,23296.4785,0.1933,750,0,21.25
330,CAEX 720DI157,0,EMPTY,18.474,9.2,23296.4785,0.1933,752,0,10.5
331,CAEX 717AB47,0.9144,SULPHUR,16.3784,8.83,23296.4785,0.1933,748,0,10.5
332,CAEX 715ABC67,0.9734,SULPHUR,15.8532,8.36,23296.4805,0.1953,751,0,10.5
333,CAEX 714DC57,0.8107,SULPHUR,17.42,9.25,23296.4805,0.1953,746,0,21
334,CAEX 710C147,0.8985,SULPHUR,17.5692,8.91,23296.4805,0.1953,752,0,21.25
335,CAEX 719DCI147,0,EMPTY,19.5528,10.11,23296.4805,0.1953,738,0,20.75
336,CAEX 723DC147,0.9391,SULPHUR,15.8532,8.36,23296.4805,0.1953,764,0,43.25
337,CAEX 714DI48,0,EMPTY,18.3128,9.61,23296.4805,0.1953,748,0,0
338,CAEX 720DI158,0,EMPTY,19.8468,9.64,23296.4805,0.1953,751,0,21.25
339,CAEX 717AB48,0.9559,SULPHUR,16.7256,8.97,23296.4824,0.1972,748,0,21.25
340,CAEX 715ABC68,0.8524,SULPHUR,15.3368,8.41,23296.4824,0.1972,749,0,10.5
341,CAEX 714DC58,0.8913,SULPHUR,17.85,9,23296.4824,0.1972,750,0,31.75
342,CAEX 710C148,0,EMPTY,19.7532,9.61,23296.4824,0.1972,750,0,10.5
343,CAEX 719DCI148,0,EMPTY,18.2244,9.12,23296.4824,0.1972,751,0,21.25
344,CAEX 723DC148,0.9155,SULPHUR,17.3456,9.22,23296.4824,0.1972,744,0,10.5
345,CAEX 714DI49,0,EMPTY,19.6908,9.59,23296.4824,0.1972,750,0,42.5
346,CAEX 720DI159,0,EMPTY,21.3132,10.11,23296.4844,0.1992,754,0,32
347,CAEX 717AB49,0,EMPTY,23.2476,10.73,23296.4844,0.1992,754,0,21.25
348,CAEX 715ABC69,0.906,SULPHUR,16.0092,8.41,23296.4844,0.1992,756,0,21.25
349,CAEX 714DC59,0.9605,SULPHUR,14.3696,8.02,23296.4844,0.1992,749,0,0
350,CAEX 710C149,0.802,SULPHUR,17.7672,9.39,23296.4844,0.1992,748,0,21
351,CAEX 719DCI149,0,EMPTY,18.5676,9.23,23296.4844,0.1992,750,0,10.5
352,CAEX 723DC149,0.9642,SULPHUR,17.226,8.8,23296.4844,0.1992,752,0,10.5
353,CAEX 714DI50,0.8811,SULPHUR,17.0976,9.12,23296.4863,0.2011,745,0,0
354,CAEX 720DI160,0.8405,SULPHUR,17.6004,8.92,23296.4863,0.2011,754,0,32
355,CAEX 717AB50,0.8079,SULPHUR,17.5688,9.31,23296.4863,0.2011,745,0,10.5
356,CAEX 715ABC70,0,EMPTY,19.0356,9.38,23296.4863,0.2011,751,0,31.75
357,CAEX 714DC60,0,EMPTY,19.6596,9.58,23296.4863,0.2011,751,0,10.5
358,CAEX 710C150,0,EMPTY,22.0576,11.12,23296.4863,0.2011,734,0,10.25
359,CAEX 719DCI150,0.8715,SULPHUR,15.9468,8.39,23296.4863,0.2011,760,0,64.75
360,CAEX 723DC150,0.9412,SULPHUR,16.924,9.05,23296.4883,0.2031,749,0,0
361,CAEX 714DI51,0,EMPTY,18.63,9.25,23296.4883,0.2031,750,0,21.25
362,CAEX 720DI161,0,EMPTY,18.1144,9.53,23296.4883,0.2031,746,0,10.5
363,CAEX 717AB51,0.8025,SULPHUR,17.7564,8.97,23296.4883,0.2031,750,0,21.25
364,CAEX 715ABC71,0.9449,SULPHUR,16.1964,8.47,23296.4883,0.2031,750,0,31.75
365,CAEX 714DC61,0,EMPTY,20.5956,9.88,23296.4883,0.2031,753,0,32
366,CAEX 710C151,0,EMPTY,19.0668,9.39,23296.4883,0.2031,753,0,10.5
367,CAEX 719DCI151,0.814,SULPHUR,16.924,9.05,23296.4902,0.205,748,0,0
368,CAEX 723DC151,0.8042,SULPHUR,16.134,8.45,23296.4902,0.205,750,0,31.75
369,CAEX 714DI52,0,EMPTY,18.3128,9.61,23296.4902,0.205,748,0,21.25
370,CAEX 720DI162,0,EMPTY,20.2836,9.78,23296.4902,0.205,764,0,21.5
371,CAEX 717AB52,0.9705,SULPHUR,15.4164,8.22,23296.4902,0.205,752,0,0
372,CAEX 715ABC72,0.9037,SULPHUR,16.1056,8.72,23296.4902,0.205,744,0,10.5
373,CAEX 714DC62,0.9883,SULPHUR,17.226,8.8,23296.4902,0.205,752,0,32
374,CAEX 710C152,0.9539,SULPHUR,17.4756,8.88,23296.4922,0.207,753,0,21.25
375,CAEX 719DCI152,0,EMPTY,18.9824,9.88,23296.4922,0.207,746,0,0
376,CAEX 723DC152,0.957,SULPHUR,16.4772,8.56,23296.4922,0.207,754,0,21.25
377,CAEX 714DI53,0.8231,SULPHUR,17.296,9.2,23296.4922,0.207,745,0,0
378,CAEX 720DI163,0,EMPTY,18.5364,9.22,23296.4922,0.207,759,0,43
379,CAEX 717AB53,0,EMPTY,18.3804,9.17,23296.4922,0.207,751,0,0
380,CAEX 715ABC73,0.9348,SULPHUR,17.9904,9.48,23296.4922,0.207,746,0,10.5
381,CAEX 714DC63,0,EMPTY,19.7512,10.19,23296.4941,0.2089,728,0,20.5
382,CAEX 710C153,0.8456,SULPHUR,15.6036,8.28,23296.4941,0.2089,768,0,87.25
383,CAEX 719DCI153,0.9469,SULPHUR,16.6512,8.94,23296.4941,0.2089,748,0,0
384,CAEX 723DC153,0.8901,SULPHUR,17.0976,9.12,23296.4941,0.2089,746,0,10.5
385,CAEX 714DI54,0.8652,SULPHUR,17.4756,8.88,23296.4941,0.2089,750,0,21.25
386,CAEX 720DI164,0.8395,SULPHUR,17.8912,9.44,23296.4941,0.2089,749,0,21.25
387,CAEX 717AB54,0.9031,SULPHUR,16.2276,8.48,23296.4941,0.2089,753,0,21.25
388,CAEX 715ABC74,0,EMPTY,18.2868,9.14,23296.4961,0.2109,750,0,0
389,CAEX 714DC64,0.9162,SULPHUR,15.8576,8.62,23296.4961,0.2109,749,0,10.5
390,CAEX 710C154,0,EMPTY,18.9328,9.86,23296.4961,0.2109,748,0,21.25
391,CAEX 719DCI154,0.8359,SULPHUR,17.544,9.3,23296.4961,0.2109,748,0,21
392,CAEX 723DC154,0,EMPTY,18.2632,9.59,23296.4961,0.2109,748,0,31.75
393,CAEX 714DI55,0.902,SULPHUR,17.6004,8.92,23296.4961,0.2109,767,0,21.75
394,CAEX 720DI165,0.9672,SULPHUR,16.9764,8.72,23296.4961,0.2109,751,0,0
395,CAEX 717AB55,0,EMPTY,18.5676,9.23,23296.498,0.2128,750,0,10.5
396,CAEX 715ABC75,0,EMPTY,18.66,9.75,23296.498,0.2128,746,0,21
397,CAEX 714DC65,0,EMPTY,19.5036,9.53,23296.498,0.2128,754,0,32
398,CAEX 710C155,0.9246,SULPHUR,16.1056,8.72,23296.498,0.2128,747,0,10.5
399,CAEX 719DCI155,0,EMPTY,18.6104,9.73,23296.498,0.2128,746,0,31.75
400,CAEX 723DC155,0,EMPTY,19.6908,9.59,23296.498,0.2128,752,0,32
401,CAEX 714DI56,0,EMPTY,18.786,9.3,23296.498,0.2128,752,0,21.25
402,CAEX 720DI166,0.9243,SULPHUR,17.9904,9.48,23296.5,0.2148,746,0,10.5
403,CAEX 717AB56,0.9811,SULPHUR,17.4132,8.86,23296.5,0.2148,750,0,31.75
404,CAEX 715ABC76,0,EMPTY,21.3632,10.84,23296.5,0.2148,730,0,20.5
405,CAEX 714DC66,0,EMPTY,18.3804,9.17,23296.5,0.2148,766,0,87
406,CAEX 710C156,0.8912,SULPHUR,16.914,8.7,23296.5,0.2148,750,0,0
407,CAEX 719DCI156,0,EMPTY,18.1144,9.53,23296.5,0.2148,748,0,21
408,CAEX 723DC156,0.8699,SULPHUR,17.3456,9.22,23296.5,0.2148,749,0,21.25
409,CAEX 714DI57,0.9495,SULPHUR,17.07,8.75,23296.502,0.2168,752,0,21.25
410,CAEX 720DI167,0.8823,SULPHUR,15.6096,8.52,23296.502,0.2168,746,0,0
411,CAEX 717AB57,0,EMPTY,18.6924,9.27,23296.502,0.2168,750,0,31.75
412,CAEX 715ABC77,0,EMPTY,19.6768,10.16,23296.502,0.2168,748,0,21.25
413,CAEX 714DC67,0,EMPTY,18.786,9.3,23296.502,0.2168,756,0,21.25
414,CAEX 710C157,0,EMPTY,18.2384,9.58,23296.502,0.2168,746,0,0
415,CAEX 719DCI157,0.8621,SULPHUR,17.0232,9.09,23296.502,0.2168,743,0,31.5
416,CAEX 723DC157,0,EMPTY,20.2524,9.77,23296.5039,0.2187,766,0,43.5
417,CAEX 714DI58,0,EMPTY,18.63,9.25,23296.5039,0.2187,754,0,0
418,CAEX 720DI168,0.8854,SULPHUR,15.4476,8.23,23296.5039,0.2187,752,0,0
419,CAEX 717AB58,0.8991,SULPHUR,16.4528,8.86,23296.5039,0.2187,747,0,10.5
420,CAEX 715ABC78,0.8838,SULPHUR,16.8496,9.02,23296.5039,0.2187,748,0,21.25
421,CAEX 714DC68,0,EMPTY,19.6272,10.14,23296.5039,0.2187,749,0,31.75
422,CAEX 710C158,0.8702,SULPHUR,16.446,8.55,23296.5039,0.2187,753,0,21.25
423,CAEX 719DCI158,0.948,SULPHUR,16.446,8.55,23296.5059,0.2207,751,0,10.5
424,CAEX 723DC158,0.96,SULPHUR,15.2872,8.39,23296.5059,0.2207,745,0,10.5
425,CAEX 714DI59,0.8856,SULPHUR,17.42,9.25,23296.5059,0.2207,743,0,31.5
426,CAEX 720DI169,0,EMPTY,19.8468,9.64,23296.5059,0.2207,754,0,42.75
427,CAEX 717AB59,0,EMPTY,19.8504,10.23,23296.5059,0.2207,727,0,10.25
428,CAEX 715ABC79,0,EMPTY,18.0372,9.06,23296.5059,0.2207,762,0,86.5
429,CAEX 714DC69,0.8597,SULPHUR,17.2216,9.17,23296.5059,0.2207,748,0,0
430,CAEX 710C159,0,EMPTY,18.006,9.05,23296.5078,0.2226,750,0,31.75
431,CAEX 719DCI159,0.9631,SULPHUR,17.4756,8.88,23296.5078,0.2226,751,0,10.5
432,CAEX 723DC159,0.9117,SULPHUR,17.544,9.3,23296.5078,0.2226,745,0,10.5
433,CAEX 714DI60,0,EMPTY,18.5676,9.23,23296.5078,0.2226,750,0,31.75
434,CAEX 720DI170,0.9021,SULPHUR,17.694,8.95,23296.5078,0.2226,752,0,21.25
435,CAEX 717AB60,0,EMPTY,19.5036,9.53,23296.5078,0.2226,750,0,10.5
436,CAEX 715ABC80,0.9267,SULPHUR,17.7564,8.97,23296.5078,0.2226,752,0,21.25
437,CAEX 714DC70,0.8021,SULPHUR,16.9984,9.08,23296.5098,0.2246,748,0,21.25
438,CAEX 710C160,0,EMPTY,19.2056,9.97,23296.5098,0.2246,736,0,20.75
439,CAEX 719DCI160,0.8383,SULPHUR,17.7564,8.97,23296.5098,0.2246,765,0,54.25
440,CAEX 723DC160,0,EMPTY,18.5856,9.72,23296.5098,0.2246,748,0,0
441,CAEX 714DI61,0.9963,SULPHUR,14.73,8,23296.5098,0.2246,751,0,21.25
442,CAEX 720DI171,0.8802,SULPHUR,16.914,8.7,23296.5098,0.2246,753,0,10.5
443,CAEX 717AB61,0.8523,SULPHUR,17.9656,9.47,23296.5098,0.2246,748,0,10.5
444,CAEX 715ABC81,0,EMPTY,19.3476,9.48,23296.5117,0.2265,752,0,21.25
445,CAEX 714DC71,0.9384,SULPHUR,14.9172,8.06,23296.5117,0.2265,751,0,0
446,CAEX 710C161,0.9228,SULPHUR,15.6344,8.53,23296.5117,0.2265,747,0,10.5
447,CAEX 719DCI161,0,EMPTY,18.7236,9.28,23296.5117,0.2265,751,0,21.25
448,CAEX 723DC161,0,EMPTY,20.3772,9.81,23296.5117,0.2265,754,0,21.25
449,CAEX 714DI62,0,EMPTY,19.3544,10.03,23296.5117,0.2265,749,0,0
450,CAEX 720DI172,0,EMPTY,20.4704,10.48,23296.5117,0.2265,746,0,21
451,CAEX 717AB62,0.8693,SULPHUR,17.4756,8.88,23296.5137,0.2285,759,0,32.25
452,CAEX 715ABC82,0,EMPTY,18.66,9.75,23296.5137,0.2285,742,0,0
453,CAEX 714DC72,0,EMPTY,19.1292,9.41,23296.5137,0.2285,760,0,43
454,CAEX 710C162,0.858,SULPHUR,16.4772,8.56,23296.5137,0.2285,753,0,0
455,CAEX 719DCI162,0.8468,SULPHUR,16.2544,8.78,23296.5137,0.2285,746,0,0
456,CAEX 723DC162,0,EMPTY,19.8504,10.23,23296.5137,0.2285,742,0,21
457,CAEX 714DI63,0,EMPTY,20.034,9.7,23296.5137,0.2285,752,0,42.75
458,CAEX 720DI173,0.8968,SULPHUR,17.5692,8.91,23296.5156,0.2304,750,0,21.25
459,CAEX 717AB63,0.8124,SULPHUR,16.5708,8.59,23296.5156,0.2304,753,0,21.25
460,CAEX 715ABC83,0.9282,SULPHUR,16.1964,8.47,23296.5156,0.2304,750,0,10.5
461,CAEX 714DC73,0,EMPTY,18.164,9.55,23296.5156,0.2304,735,0,10.25
462,CAEX 710C163,0,EMPTY,18.3804,9.17,23296.5156,0.2304,769,0,65.5
463,CAEX 719DCI163,0,EMPTY,19.1312,9.94,23296.5156,0.2304,749,0,0
464,CAEX 723DC163,0.9474,SULPHUR,17.3196,8.83,23296.5156,0.2304,752,0,21.25
465,CAEX 714DI64,0.8939,SULPHUR,16.3836,8.53,23296.5176,0.2324,754,0,10.5
466,CAEX 720DI174,0.8652,SULPHUR,17.3704,9.23,23296.5176,0.2324,748,0,0
467,CAEX 717AB64,0,EMPTY,18.5364,9.22,23296.5176,0.2324,752,0,21.25
468,CAEX 715ABC84,0,EMPTY,18.786,9.3,23296.5176,0.2324,751,0,10.5
469,CAEX 714DC74,0.9129,SULPHUR,16.7256,8.97,23296.5176,0.2324,749,0,10.5
470,CAEX 710C164,0.8844,SULPHUR,16.4528,8.86,23296.5176,0.2324,744,0,10.5
471,CAEX 719DCI164,0.8239,SULPHUR,17.6004,8.92,23296.5176,0.2324,750,0,31.75
472,CAEX 723DC164,0,EMPTY,18.1308,9.09,23296.5195,0.2343,753,0,21.25
473,CAEX 714DI65,0,EMPTY,19.0568,9.91,23296.5195,0.2343,749,0,10.5
474,CAEX 720DI175,0.8129,SULPHUR,17.4132,8.86,23296.5195,0.2343,754,0,42.75
475,CAEX 717AB65,0,EMPTY,18.786,9.3,23296.5195,0.2343,751,0,10.5
476,CAEX 715ABC85,0,EMPTY,18.4368,9.66,23296.5195,0.2343,747,0,10.5
477,CAEX 714DC75,0.8227,SULPHUR,16.446,8.55,23296.5195,0.2343,750,0,21.25
478,CAEX 710C165,0.9101,SULPHUR,16.446,8.55,23296.5195,0.2343,756,0,21.25
479,CAEX 719DCI165,0,EMPTY,19.2304,9.98,23296.5215,0.2363,749,0,0
480,CAEX 723DC165,0.9891,SULPHUR,17.0232,9.09,23296.5215,0.2363,748,0,10.5
481,CAEX 714DI66,0.9285,SULPHUR,17.6184,9.33,23296.5215,0.2363,748,0,21
482,CAEX 720DI176,0,EMPTY,20.0964,9.72,23296.5215,0.2363,752,0,21.25
483,CAEX 717AB66,0.9234,SULPHUR,17.0076,8.73,23296.5215,0.2363,756,0,10.5
484,CAEX 715ABC86,0.8818,SULPHUR,17.296,9.2,23296.5215,0.2363,728,0,0
485,CAEX 714DC76,0.8415,SULPHUR,14.6676,7.98,23296.5215,0.2363,764,0,75.75
486,CAEX 710C166,0.8082,SULPHUR,16.924,9.05,23296.5234,0.2382,744,0,0
487,CAEX 719DCI166,0.8604,SULPHUR,17.4132,8.86,23296.5234,0.2382,755,0,32
488,CAEX 723DC166,0.8158,SULPHUR,17.2712,9.19,23296.5234,0.2382,748,0,0
489,CAEX 714DI67,0.882,SULPHUR,17.8912,9.44,23296.5234,0.2382,744,0,10.5
490,CAEX 720DI177,0.9518,SULPHUR,17.6184,9.33,23296.5234,0.2382,749,0,31.75
491,CAEX 717AB67,0.9162,SULPHUR,17.1324,8.77,23296.5234,0.2382,753,0,32
492,CAEX 715ABC87,0.8234,SULPHUR,16.6644,8.62,23296.5234,0.2382,752,0,10.5
493,CAEX 714DC77,0.9164,SULPHUR,17.916,9.45,23296.5254,0.2402,746,0,10.5
494,CAEX 710C167,0,EMPTY,20.1276,9.73,23296.5254,0.2402,750,0,31.75
495,CAEX 719DCI167,0,EMPTY,18.6924,9.27,23296.5254,0.2402,750,0,31.75
496,CAEX 723DC167,0,EMPTY,21.4068,10.14,23296.5254,0.2402,760,0,10.75
497,CAEX 714DI68,0.8229,SULPHUR,17.226,8.8,23296.5254,0.2402,754,0,0
498,CAEX 720DI178,0,EMPTY,18.006,9.05,23296.5254,0.2402,750,0,10.5
499,CAEX 717AB68,0,EMPTY,18.4616,9.67,23296.5254,0.2402,748,0,21.25
500,CAEX 715ABC88,0,EMPTY,20.6892,9.91,23296.5273,0.2421,756,0,21.25
501,CAEX 714DC78,0.9156,SULPHUR,17.0076,8.73,23296.5273,0.2421,751,0,0
502,CAEX 710C168,0.9894,SULPHUR,16.3784,8.83,23296.5273,0.2421,746,0,0
503,CAEX 719DCI168,0,EMPTY,18.2384,9.58,23296.5273,0.2421,747,0,31.75
504,CAEX 723DC168,0,EMPTY,18.8088,9.81,23296.5273,0.2421,748,0,31.75
505,CAEX 714DI69,0.9072,SULPHUR,15.7908,8.34,23296.6387,0.3535,1072,0,0
506,CAEX 720DI179,0.8066,SULPHUR,8.5524,6.02,23296.6387,0.3535,900,0,0
507,CAEX 717AB69,0.9613,SULPHUR,12.4524,7.27,23296.6406,0.3554,1008,0,0
508,CAEX 715ABC89,0.8037,SULPHUR,14.0124,7.77,23296.6426,0.3574,1024,0,0
509,CAEX 714DC79,0.9569,SULPHUR,11.9532,7.11,23296.6445,0.3593,1049,0,0
510,CAEX 710C169,0.9052,SULPHUR,10.7364,6.72,23296.6445,0.3593,923,0,0
511,CAEX 719DCI169,0.8703,SULPHUR,14.7924,8.02,23296.6855,0.4003,1144,0,97.5
512,CAEX 723DC169,0.8263,SULPHUR,12.39,7.25,23296.7188,0.4336,1162,0,132
513,CAEX 714DI70,0.8778,SULPHUR,10.1436,6.53,23296.7188,0.4336,1022,0,0
514,CAEX 720DI180,0.976,SULPHUR,10.206,6.55,23296.7188,0.4336,899,0,0
515,CAEX 717AB70,0,EMPTY,25.494,11.45,23296.7188,0.4336,792,0,0
516,CAEX 715ABC90,0,EMPTY,19.0568,9.91,23296.7188,0.4336,714,0,0
517,CAEX 714DC80,0,EMPTY,18.784,9.8,23296.7207,0.4355,730,0,20.5
518,CAEX 710C170,0.9874,SULPHUR,15.6344,8.53,23296.7207,0.4355,732,0,20.75
519,CAEX 719DCI170,0.9671,SULPHUR,17.916,9.45,23296.7207,0.4355,747,0,53
520,CAEX 723DC170,0.8,SULPHUR,17.7672,9.39,23296.7207,0.4355,743,0,31.5
521,CAEX 714DI71,0,EMPTY,20.2836,9.78,23296.7207,0.4355,758,0,43
522,CAEX 720DI181,0.9293,SULPHUR,17.0976,9.12,23296.7207,0.4355,749,0,21.25
523,CAEX 717AB71,0.9245,SULPHUR,14.8236,8.03,23296.7207,0.4355,754,0,32
524,CAEX 715ABC91,0.9843,SULPHUR,14.7924,8.02,23296.7402,0.455,1052,0,149.5
525,CAEX 714DC81,0.8576,SULPHUR,11.8596,7.08,23296.75,0.4648,1330,0,0
526,CAEX 710C171,0.8743,SULPHUR,12.2964,7.22,23296.75,0.4648,1170,0,0
527,CAEX 719DCI171,0.8128,SULPHUR,13.5132,7.61,23296.75,0.4648,1028,0,0
528,CAEX 723DC171,0.9722,SULPHUR,12.1404,7.17,23296.75,0.4648,901,0,0
529,CAEX 714DI72,0,EMPTY,21.9996,10.33,23296.752,0.4668,789,0,0
530,CAEX 720DI182,0,EMPTY,20.0984,10.33,23296.752,0.4668,715,0,0
531,CAEX 717AB72,0,EMPTY,19.404,10.05,23296.752,0.4668,728,0,41.25
532,CAEX 715ABC92,0.8133,SULPHUR,17.0976,9.12,23296.752,0.4668,741,0,42
533,CAEX 714DC82,0.9447,SULPHUR,10.5492,6.66,23296.7578,0.4726,953,0,0
534,CAEX 710C172,0,EMPTY,28.3956,12.38,23296.7598,0.4746,782,0,0
535,CAEX 719DCI172,0,EMPTY,22.1556,10.38,23296.7598,0.4746,760,0,21.5
536,CAEX 723DC172,0,EMPTY,21.0904,10.73,23296.7598,0.4746,747,0,31.75
537,CAEX 714DI73,0,EMPTY,19.0668,9.39,23296.7598,0.4746,754,0,64.25
538,CAEX 720DI183,0,EMPTY,19.4784,10.08,23296.7598,0.4746,740,0,42
539,CAEX 717AB73,0.9555,SULPHUR,8.7396,6.08,23296.7617,0.4765,923,0,0
540,CAEX 715ABC93,0.8299,SULPHUR,9.6756,6.38,23296.7617,0.4765,812,0,0
541,CAEX 714DC83,0,EMPTY,19.2056,9.97,23296.7617,0.4765,725,0,0
542,CAEX 710C173,0,EMPTY,19.4288,10.06,23296.7617,0.4765,728,0,0
543,CAEX 719DCI173,0.9129,SULPHUR,17.8416,9.42,23296.7617,0.4765,731,0,20.75
544,CAEX 723DC173,0,EMPTY,20.396,10.45,23296.7617,0.4765,747,0,42.25
545,CAEX 714DI74,0,EMPTY,22.7768,11.41,23296.7637,0.4785,728,0,20.5
546,CAEX 720DI184,0,EMPTY,20.3772,9.81,23296.7637,0.4785,759,0,97
547,CAEX 717AB74,0.8803,SULPHUR,17.5068,8.89,23296.7637,0.4785,758,0,21.5
548,CAEX 715ABC94,0,EMPTY,19.2056,9.97,23296.7637,0.4785,740,0,21
549,CAEX 714DC84,0,EMPTY,20.814,9.95,23296.7637,0.4785,751,0,53.25
550,CAEX 710C174,0,EMPTY,18.474,9.2,23296.7637,0.4785,752,0,32
551,CAEX 719DCI174,0.9344,SULPHUR,17.85,9,23296.7637,0.4785,756,0,21.25
552,CAEX 723DC174,0.9328,SULPHUR,17.7672,9.39,23296.7656,0.4804,744,0,10.5
553,CAEX 714DI75,0.821,SULPHUR,16.134,8.45,23296.7656,0.4804,751,0,42.5
554,CAEX 720DI185,0,EMPTY,20.6268,9.89,23296.7656,0.4804,752,0,21.25
555,CAEX 717AB75,0,EMPTY,21.126,10.05,23296.7656,0.4804,753,0,21.25
556,CAEX 715ABC95,0.8169,SULPHUR,17.8168,9.41,23296.7656,0.4804,733,0,10.25
557,CAEX 714DC85,0.991,SULPHUR,16.3836,8.53,23296.7656,0.4804,762,0,75.75
558,CAEX 710C175,0,EMPTY,18.66,9.75,23296.7656,0.4804,748,0,0
559,CAEX 719DCI175,0,EMPTY,19.6596,9.58,23296.7676,0.4824,754,0,32
560,CAEX 723DC175,0.8651,SULPHUR,17.6184,9.33,23296.7676,0.4824,748,0,10.5
561,CAEX 714DI76,0.888,SULPHUR,16.5272,8.89,23296.7676,0.4824,748,0,31.75
562,CAEX 720DI186,0,EMPTY,20.6892,9.91,23296.7676,0.4824,751,0,21.25
563,CAEX 717AB76,0,EMPTY,18.0996,9.08,23296.7676,0.4824,753,0,21.25
564,CAEX 715ABC96,0,EMPTY,18.3804,9.17,23296.7676,0.4824,750,0,10.5
565,CAEX 714DC86,0,EMPTY,20.52,10.5,23296.7676,0.4824,746,0,21
